no,review_id,user_id,business_id,stars,useful,funny,cool,text,date
10,FP62Ob5oKt7zdujFq45tDg,ZzBGtHqlL6Cu-8r5DORXBg,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"The only reason it's even getting 1 star is because my biscuits and gravy was great. We walked in, server seen us, and kept messing with syrup bottles in the back. After 5 minutes, she came out and seated us. She had no idea what the soup of the day was, didn't seem to be very good at her job. The tea tasted like it's been in the whatever for a while, very grainy tasting, was not pleased. I'm not from this area, very rarely frequent Greenwood, but I do know that if I ever come back, I will definitely not be eating here.",5/5/2016 18:03
11,r54WYnTm8qStUPYP5vWuhQ,po8wGKILLjBx4wR93D5xJw,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"If you want to eat here go for breakfast or lunch. Food quality is good, service is fast and friendly .  I wanted to try going at dinner time again. Big mistake. The waitress I had was a smartass. The food was lukewarm at best and the service was slow. It was slow and it isn't hard to see why. I will still be a regular but only for breakfast and lunch",12/12/2018 23:10
12,BV7RT7FR0xo1KhrYlDly8Q,Yv0qutrZdNn83xQb5q5uFg,il_Ro8jwPlHresjw9EGmBg,4,0,0,1,"Denny's is a great restaurant for seniors. We go to the one by Greenwood Park Mall on US-31, usually for breakfast for a change up from the usual. 
Any of the 'Breakfast Slams' on the menu are plenty of food, and there is a good variety on the menu for lunch too. 
I always show my AARP card for the 10% discount. 
The wait staff have always  been excellent, very friendly and courteous. Just the right amount of goodness all around for a retired couple.",1/26/2020 18:14
13,BZNhEgLZLPUwYMN7VzHvzQ,IVh9Z9Hjq0UEo54vrbmX7A,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"I have three words for you: DON'T EAT HERE! Where do I begin with this train wreck? Let's start with the food, my husband ordered the French Toast Slam with scrambled eggs, I opted for the Country Fried Steak eggs over medium and cream cheese for my toast. When our food arrived it look completely inedible! Over cooked eggs, burnt steak and toast. What's worse than burnt food, you ask? Burnt food THAT'S COLD! Even the coffee was terrible! I wish I could say our service saved the meal but why lie now?! I told the waitress that the food didn't look good and she flippantly replied, ""Yeah our kitchen's been off today'."" At this point we should've just up and left, but my husband was starving and going into shutdown mode. It was just as terrible as you can imagine. I stopped eating after four bites and pushed my plate away. Our waitress only came back to give us the bill. On our way out I hit the bathroom. I was repulsed by its lack of cleanliness and over all stench of sewage. Once again, do yourself a favor and don't waste your money here!",1/1/2019 19:58
14,DCC_UJuQT6CSyB-u981ZOQ,wt2TQCew6iFXSkzEviYv7g,il_Ro8jwPlHresjw9EGmBg,4,0,0,0,"We had a coupon for buy 1 get 1, so my husband and I ordered of the senior menu.  It was surprisingly a generous portions and tasty. I had the country fried steak and my husband had the omelette. The waitress was attentive. My only complaint was she didn't understand I didn't want lemon with my tea.",10/6/2015 15:58
15,n2iFAIffV9SWYOaWadzQog,0mD3zVb2WkyqabYUpdJC0g,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"Made mistake of going to restroom first.  It stunk like a sewer.  Realy bad. Yuk! I have to say the restroom looked great, like newly remodeled.  My friend went in after eating.  Same response from her. Had to stay and eat because others were hungry.  Never again, even though grub was good.",11/26/2018 17:35
16,i_ErGQkWb9o8Yr59PvJFMw,7ahDVjzGcAcRxdsx4AGUzA,il_Ro8jwPlHresjw9EGmBg,4,1,0,1,"Ok I know!! It's DENNY""S!! (""Lenny's! LOL! Showing my age!) 
But after a Dr appointment, my daughter and I were looking for a breakfast place that we thought would have decent social distance policies - Denny's did not disappoint!  Staggered seating and masked staff made us feel welcomed and safe! 
Our breakfasts and the coffee were delicious. I had an omelette with a gluten free muffin and my daughter had the chicken fried steak and eggs.
Everything was fresh, hot, filling, and tasty! 
The staff were attentive and friendly! Our cups were never empty. 

Thanks!",1/29/2021 0:03
17,o0xQhdyF87sIo8mD5OFGOA,EB3H4D3TFsTjonNT2P5L3Q,il_Ro8jwPlHresjw9EGmBg,1,3,3,1,Gross. Nasty. Freezer burnt. Lazy workers at night time. Smelled like cat urine through the sticky air. I feel like need bath. Over priced. Workers were talking smack about the customers in ears reach. Never again.,6/18/2019 6:05
18,OrJxaCvPLJ1vcnE3aYsaTQ,u0egCaQHSFfsKdmsSGEphw,il_Ro8jwPlHresjw9EGmBg,1,1,1,1,"Worst Denny's I've ever been too, mold all over the side of strawberry's. Ordered biscuits and gravy and it tastes like the gravy been sitting all night, disgusting.. the server Trinity was soo rude made it seem like she did something to my food.. I'm sorry but if your life is so horrible you have to take it out on innocent customers at work that just want what they pay for,  you should get a new career and keep whatever problems you have at home.. this place needs shut down and the health department needs to come check more!!",11/4/2020 5:29
19,XjYTEIrgqwXdCtc-JMaADQ,WjQBeRnBKgqGIoIsmn37Cg,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"If you want bad service and an assistant manager who does not care, go to Dennys on US 31 South. The young lady who served us didn't care one way or another if you were there or not, and trying to tell the assistant manager, well let's just say she doesn't care either. Never going back.",4/1/2021 2:45
20,hiB10SbNGTG8zgUiwBPoiQ,UBYO9lnBRa6OGRvdekEyZQ,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"I went there with my uncle and grandma on Sunday. Our server Aaron was awful. My grandma ordered a BLT with onion rings & was brought a hamburger & fries. He made no attempt to correct the order. We had to repeatedly ask for refills. Not to mention, their cook never showed up for his/her shift so the manager was having to cook in the back. They were turning away people at the host stand. Overall, horrible experience and very poorly ran.",3/9/2021 9:42
21,xa6oRszXkrvwqkO_nklSng,HoClZptzy5e1DxJ9Mn_u_A,il_Ro8jwPlHresjw9EGmBg,5,0,0,0,"After the remodel they are really good, the service was good, food tasted good as well. The placed is clean, and their prices make a meal for 4 affordable.",10/2/2016 23:55
22,i8bhhIL1y7P10eX17Ao4Ww,fvu5OEj1Z7YSMcKUtkXgSg,il_Ro8jwPlHresjw9EGmBg,5,1,0,0,"We had an wonderful lunch outing today. This Denny's location always has great service, their facility is clean, and the food is always cooked to perfection.",10/26/2020 19:51
23,3W0RX0auRlfICofygMhJgA,uCU7uz4P2llkLOD1F-ygmA,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"even though she knows we're there
we go to this dennys and wait there for about ten minutes before she even moves a muscle
i politely( yes i am polite) knocked on the table but no response eventually she couldnt ignore us anymore
whenever she finally wants to come out we walks really slowly
she wasnt serving us because she wanted to sit therr on her shift
finally she comes out and tells us to go because they dont open till 6 am even tho the sign says 24/7 google maps says 24/7 and apple maps says 5 am (5 minutes away from when she told us off) i could cut her slack and all but you guys gotta understand she was y e l l i n g this at me the whole time. screaming

please fire this girl who worked the night shift on 12/10 like oh my god, i don't care if somethings wrong at home that doesnt give any reason to be a menace to society",12/10/2020 10:05
24,Fk4YhW_14Z1cOyRGZLE46g,NW3ZAczWH_H_HViDfjhP5g,il_Ro8jwPlHresjw9EGmBg,2,0,0,0,"I'm sitting in Denny's right now and the air is sticky (so are the seats) and it smells like piss. What's goin on here. When my food arrives I will update the review. As of now I feel like I'm in someone's dirty house and It's quiet and awkward. I will update this review when the food arrives. Hopefully it will change the aroma in my booth.

Country fried steak was fantastic. Eggs and hashbrowns were a joke. Hashbrowns were undercooked and tasted freezer burnt. I asked for an extra cup of gravy to smother them with and that made it edible. 

TL;DR

This place blows but if you're tired of Waffle House then give it a go. Just make sure you're a few shots deep.",6/18/2019 5:34
25,AM8n-7iRNLUxFuC273eqXA,ItNnhNoOHMalE9QpMc0ixQ,il_Ro8jwPlHresjw9EGmBg,3,0,0,0,"Some of the nicest servers I have ever met. We were greeted and served right away. Our server was in training still, and she was bubbly and funny. Definitely be back !",7/15/2018 15:11
26,z5hDVyMYT4g0_088s9-DQA,UBr98nMhek-w6XtazKRyYw,il_Ro8jwPlHresjw9EGmBg,5,10,0,8,"I was sat with in a few minutes of arriving. My waitress, Anita, came by and took my beverage order in a very timely manner. I see a slew of really recent negative reviews. I had absolutely no issues with either service or food quality or the speed and accuracy of my Slam. I don't get to this Denny's often, but I rather enjoyed the causal ambiance.  Not exactly a diner, yet comfortable and fast. As for my breakfast, I made a slam of scrambled eggs, white toast, bacon and sausage. Every tasted very good. I really liked the thin, crispy bacon which was crunchy and not smoky. The thick ceramic mug really held the heat of the coffee which was served piping hot.",4/22/2021 13:58
27,ov5Lfqg4k95SJc277Yjypw,DZNuMaPOb63eTcQwbGe8Pg,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"We got sat, and sat forever before anyone took our drink order. Ordered and still never got our drinks. Brought us condiments. Still never got our drinks. I'm a server, I know how it is. But it was dead. So I left.",1/14/2021 0:29
28,aoNtqALNK-IZJ7PqAtYbDg,tX_xNg-B3J_TzBS9l-5roQ,il_Ro8jwPlHresjw9EGmBg,1,0,0,0,"They refuse to answer the phone, then complain when people call back. You go in and try and order and they are so rude that you don't want to even place the orders",4/22/2018 8:36
29,vzeIfxc7VnyOaG6O6OSbPg,AHRrG3T1gJpHvtpZ-K0G_g,qhDdDeI3K4jy2KyzwFN53w,4,1,0,0,"Wedged between two meetings on the northside, I had an hour to kill and needed somewhere new to make my mini office. I wasn't in the mood to hit Starbucks for the second to this week, so I welcomed the alternative option found in B&N. 

What to expect:
-Starbucks tucked in the corner with plenty of tables 
-all of the stationary, books and magazines you could hope for 
-an obnoxiously loud after school crowd
-friend Starbucks staff handing out samples 
-a generous number of outlets making the space perfect for hours",2/24/2014 12:47
30,J5uZGeBr40IEfd_l7eg-2Q,L6eeh9-QhCrcCtCE1iTrgg,qhDdDeI3K4jy2KyzwFN53w,5,0,0,0,"Love going to this bookstore. It's always nice and well kept and the staff is friendly. Cashiers regularly talk to me about my purchases and the staff has asked me numerous times if I need help finding books I'm looking for. It's also a pretty large store so they have a lot of books to choose from and it seems like they always have deals. They do have a cafe inside if you'd like to get something  to drink while reading. I'm sure it's not too much different from other B&N's but I really enjoy this one, and the people who work there!",9/4/2018 22:04
31,wTPhbXjxVpeS5RcBdf7OhA,KuvgE154MeaZahBQONdahQ,qhDdDeI3K4jy2KyzwFN53w,4,0,0,0,The staff is really helpful impatient especially when you don't know what title you need. It's great that they're spaces that you can review books and read a little bit of the book to see if you will truly enjoy it. The bathrooms are a little unkept.,6/3/2016 1:57
32,PYjj_WOesvFfWHAdpUKoWQ,8Akq8sh1LSmJbqa6Jjxxqg,qhDdDeI3K4jy2KyzwFN53w,4,1,0,0,"Great move by B&N to take over the old Border's space.  This spot was meant to be an upscale retail bookstore.  This can only help them because there were people that did not even know that there was a B&N on the other side of the bridge and shopped here all the time.  Bad news for the little shops over on the other side, though.  However, if the River's Edge development is any indication, the right mix of national and local tenants, along with a pricy facelift, will bring back the old B&N strip.

Now to the new B&N!  It's clean, bright and organized.  It's also very roomy.  Not overcrowded like some bookstores are.  Maybe because they don't have much of a music selection (at least I did not see one) and that helped bring about space.  One thing that WILL keep them in business is the brilliant kids section.  It takes up the back third of the store!  It is so vibrant with colors and layout that it will definitely help kids start or continue their love of reading... and lead to future adult customers, who will be most likely buying their Nooks from here.

Need some new photos from Yelpers!",7/18/2013 1:29
33,qaxDF4zzsmloxUazmMMuSg,qLdaHR8V5Fcodr2ioytSjg,qhDdDeI3K4jy2KyzwFN53w,4,0,0,0,"Come in , read a book , whatever. An easy atmosphere in this place.",8/28/2010 18:02
34,gR6zPKYEI1OaEZH7Q0FFVg,r00-uqXwIt3EIuhg5tX17Q,qhDdDeI3K4jy2KyzwFN53w,3,1,1,0,"We love love love books and going to the bookstores. But this BN store is not my favorite bookstore in town. Well, this is the ONLY Barnes and Noble store located in Indianapolis. 

Just like many other BN stores, it sells overpriced books (few sales and few coupons) and CDs/DVDs. You can also pay the overpriced BN member rewards card ($25 a year) with little benefits ( -- 10% extra discount for members and some coupons sent via e-mail).  The store has a coffee shop that serves Starbucks coffee, pastries and sandwiches. Nice coffee shop. Great sugar cookies!!! Yum.

Here are my issues with this particular store:  

1) The space is limited and crowded. It has very limited seating in the books area. You have to bring the books to the coffee shop area if you need to read. I usually go there when I have specific things I'd like to buy, check their website first if they have the items ""in-stock"" and leave when I am done.

2) The children section is not great either, small area, no place to sit, too many dolls, toys and knick knacks that distract the children from getting the books.

3)  Cold staff - except for few people who work in the Children area, I have never had any one who is friendly. They need to smile... 

Despite all of the negatives, I think this particular BN store is doing a great job in fulfilling their social responsibility. BN has provided a space for area schools to have their Annual Bookfair for fundraising and Art Fair. In addition, they also offer 30% discount for teachers.",8/31/2010 14:50
35,nbR7wvuoMfGVJpUnz0on3w,yIfQ_ud6M4qoeUvgRNkQRA,qhDdDeI3K4jy2KyzwFN53w,5,2,0,1,"I have always loved this bookstore but last nights experience drove home to me why our world needs bookstores!
Two of the workers walked gracefully guiding the Travelin' Sistas through the store pointing out their favorite books.  What service and amazing hospitality!  You can't get that from ordering your books online.
This Barnes and Noble rocks!  
Travelin' Sistas",2/15/2018 11:21
36,219eGuoIUs8B1jtJ2x8k-g,9CexvJgLmoQ22j9Hjhc94Q,qhDdDeI3K4jy2KyzwFN53w,4,0,0,0,"Love the store, some books are less expensive on line, bathrooms are often dirty, cafe staff always friendly, remember you and your drink if you are a regular.  My group often has meetings in the cafe. Good location.",11/8/2011 14:30
37,lbWdIHLRAiODLC05jAH64A,hclsu2AeAvSZw6Z8isqhZg,qhDdDeI3K4jy2KyzwFN53w,5,0,0,1,This location is awesome. The staff are so helpful. They love to show their favorite selections and I even stumbled upon a book signing with the author of A Touch of Gold! Sullivan signed my book!! So cool that this store can even draw famous authors for their events.,8/18/2018 0:42
38,YtuZPCda_gZKuM1QsaDhfQ,#NAME?,qhDdDeI3K4jy2KyzwFN53w,2,1,0,0,"I had no idea that they moved.  The store looks nice.  A sales clerk helpfully assisted us in finding the books we were looking for.  

And then we got to checkout.  Friday evening around nine.  The store was moderately busy.  One person working at checkout, and he was helping a woman with a return or exchange or something.  Another salesperson was at check-out when we first walked up, but she walked away.  We waited ten minutes.  People began to form in line behind us.  No one came up to assist the poor man alone at the check-out, and he didn't call anyone for assistance.  We considered leaving.  

Finally he paged for help.  No one arrived.  He paged again.  Then he told us we could check out at the cafe or in children's.  REALLY?  The sales clerk in the children's section couldn't have told us that when we were back there?  We trrudged over to the cafe, and the girl working there was not happy to ring up our books, but she did it.

It's terrible to judge a place on one experience which may have been a total anomaly, but we both said we would not return.",11/25/2013 18:44
39,nZIA_LqSskjJGUuCJIXHeQ,Fn2GMdAstmFFYywGltwDDQ,qhDdDeI3K4jy2KyzwFN53w,5,0,0,0,"A wonderful way to spend some time, threading my way past Kipling and Burroughs, Bradbury and Asimov, Keats and Hemingway. A treasure trove of modern media and popular culture, toys and games alike, but nothing beats a good hardcover book!",2/25/2017 19:49
40,j6tXdFPxEvgWk8VnOlZ-0g,f1CWR_LCMT4jcNUdXCtn9Q,qhDdDeI3K4jy2KyzwFN53w,5,0,0,0,"So it's Christmas  Eve and I ventured out. Needed a last min gift and had a return. Took a chance and I am glad I did! Found awesome gifts I missed when I came a few days ago so my list is all done. I also had great customer service and the lines moved like lightning  fast!  On Christmas Eve!! Perfect!! I am a bookstore lover and am so glad they are still around. Great deals and great service, fully satisfied I am!",12/24/2015 16:28
41,JsSzslW9PTRBnkS3O0dSgQ,OIDpKC2p61qVO_spPqw1qA,qhDdDeI3K4jy2KyzwFN53w,5,3,0,3,"Man, this place is a peaceful oasis. This has to be the tidiest, cleanest, most organized Barnes & Noble I've ever visited. Even on a Saturday, late-morning-almost-afternoon, when one would expect the place to be crowded and in a state of disarray, it was quiet and desolate. 

There is a Starbucks here, of course. (Do they even allow Barnes & Nobles to exists without coffee shops anymore -- I mean, really?) There were a lot of tables and chairs in the cafe area, and this Starbucks served a full menu of food items, such as hot breakfast sandwiches, muffins, scones, bagels and all the various Starbucks edibles you and I know and love. 

The people who work here are courteous and knowledgable; they really know where everything is located. I asked a woman in the children's section if she could help me locate a particular book that I thought was in the children's section, and she kindly guided me to the adult section. Bingo! I found the book I was looking for. 

Thankfully, this Barnes & Noble has a large gift area with lots of pretty gift bags, tissue paper, wrapping paper and greeting cards. This section saved me on this visit, as I was here today to buy a gift and I needed something to wrap it in.

I am definitely coming back here just to chill and browse all the books, and get a cup of coffee. I really like this Barnes & Noble.",2/29/2016 1:18
42,VPwyKYczkgVy_RqAY2dq0A,xCm7kWlrEJO_wGelZ6liCw,qhDdDeI3K4jy2KyzwFN53w,4,4,0,1,"This location is moving and I went to their moving sale and got some great deals.  Their new address thought is:

8675 River Crossing Blvd
Indianapolis, IN 46240
317-816-1370
Store Hours
Sun 10:00AM-9:00PM | Mon-Sat 9:00AM-9:00PM",6/10/2013 2:55
43,8Bd9-IfhWXnxZ2HFHxsrBg,UngQxtG_cx26BgePmm-hYw,qhDdDeI3K4jy2KyzwFN53w,1,0,1,0,"Nice bookstore, TERRIBLE cafe.

I asked the girl behind the counter if she could make me a latte macchiato, as it wasn't on the menu.  She said yes and then made me a caramel machiatto.  She remade the drink but seemed irritated that she had to do it.

The coffee was extremely stale.  it tasted like it came from a burner that it been left on for four hours. It was so bad I couldn't finish it and ended up throwing it away.

Good coffee and good books are a special combination for me.  They failed me on this one.",10/10/2016 15:34
44,agoLSIgBsnCkmYI2shodyQ,xsQyTGdGwM8k3Ns3miYgGQ,qhDdDeI3K4jy2KyzwFN53w,4,1,0,1,"This really is and always has been the best bookstore in town. It's clean, well organized and doesn't have the warehouse feel that I always disliked about Borders.

The cafe is good coffee and teas (love the cinnamon sunset one!). And even their pastries aren't that bad. 

As far as coupons are concerned, there is always a 40% off coupon online!",1/23/2012 22:36
45,trbtQO5KTJg3iH0eZi-YlA,Dq_83m2yBar1Gx4IcGMKPw,qhDdDeI3K4jy2KyzwFN53w,3,0,0,0,"Barnes and Noble is one of the places I love to go over the weekend to relax, drink coffee, read books or use my laptop. I would say this is rather small one compared to the one I was used to in Bloomington. They have far more couches and an area where there are tables and chairs to read (not the cafe) and more spacious. 

One good thing that I like is that Taiwan Tea House is just next to it, instead of getting regular coffee drinks in B & N, you can have bubble tea for a change!",2/20/2012 17:18
46,3yml4vZohbPgpgGCDhGuNw,-2nNiAnDaSbQayynsqgL6Q,qhDdDeI3K4jy2KyzwFN53w,3,0,0,0,"I really wanted to get the second Game of Thrones novel before I traveled out of town. I knew I could get the box set of all four books online for about $20 (or so I'd seen). 

I came to this location because I didn't have time to order online. The box set was somewhere in the ballpark of $35-$40. I already had the first book at home. I was only going to buy the set because even though I had the first one, it was still a better deal. 
I ended up buying the second book, which was about $10 or so (I had gotten the first one at a Borders, Pre-Liquidation for $6-$7).

I do have to commend B&N for making it easy to find what I was looking for. 

I don't think the cashier acknowledged me at all. 

I would give this place 2 stars, but I have a friend who works here, and he's really cool- And I'm sure he'd be a great employee for anyone to speak with, so I'm giving 3.",9/20/2011 19:53
47,rlT0UeZKS9zvprdQYWil7A,LYHQ_anXo-4MqYipQWsezA,qhDdDeI3K4jy2KyzwFN53w,5,1,0,0,"This is a really nice location, that allows you to meet up with friends in the cafe area to do things like knit roundtable. They have a Starbucks inside, not just a no-name cafe. The Starbucks is manned by a single cashier/barista so it takes time to get a beverage, but I wasn't in a rush. There were quite a few people hanging out in the cafe area on laptops, so this might be a good spot to work remotely.",2/23/2015 2:38
48,IdqaHjeAAxnPaIL5y_FB5g,DR_T8fc0ORyL4FzOM-IRLw,qhDdDeI3K4jy2KyzwFN53w,4,3,0,1,"Seeing negative reviews from one-timers made me feel like I need to set the record straight a little bit, because I love this store. Yes, prices are higher than used bookstores, but that's how it's always been. B&N always has great sales once or twice a month and has a huge clearance selection, so if you disagree with the price of a brand new hardback, either wait for the paperback or come back for a sale. Or, better yet, become a member and get ridiculous discounts on everything.

I come here all the time, and went to the store before it moved, and I've always had a great experience. The store is well organized (and ACTUALLY in alphabetical order) and now that they've moved, it's humongous. No more awkward aisle shuffling when someone else wants the same book as you. They don't mind if you sit and read for a bit, and the cafe is quick and friendly. Tech support for Nooks users is always available and they seem like they know what they're talking about. Now that I have a niece, I actually visit the children's section and appreciate that it's never a jumbled, grimy mess. They have everything labelled by age group to make it easy. 

As for the staff, they are always available and friendly and know their stuff. If I mention an author, odds are they know who it is and where to find it. If they don't have what you need in store, they jump at the chance to order it to be delivered to their store. The only reason I don't give this place five stars is because they suffer from the perpetual understaffed checkout line that many large retailers are afflicted with. I wouldn't blame customer service on that--I'd blame the chain. But I always enjoy coming here as a lover of bookstores, and I appreciate that they've grown to recognize me and my taste in books.",1/13/2014 13:25
49,8rq8eoyFJeDNx4Sh7HreNg,jcZovOnn55p7BP_GhAdUEw,qhDdDeI3K4jy2KyzwFN53w,3,0,0,0,pretty much similar to other reviews. but i love the selection and i love the convenience of having starbucks with a place to read the books. pricey. staff pretty helpful.,7/17/2011 4:06
50,o8ovwLJFKZVUr2WGDzyopA,YACzsXiIF2C1K18TJFHR2w,qhDdDeI3K4jy2KyzwFN53w,3,0,0,0,"They're going out of business which means that another organization handles the sale. They mark things down to a certain percentage, but that is off the MSRP, not the usual sale prices you get on B&N books. 

Found a few things I wanted and waited in a long line to check out. Glad I had my iPhone with me so I could surf the web while waiting. The sale prices aren't great yet, but the selection is good. Those to things will flipflop soon.",3/29/2011 16:38
51,u1ZlvYofkOGI9wkbKIQeQg,FIjK8qVBXTd_xW57aLqJ2Q,qhDdDeI3K4jy2KyzwFN53w,5,0,0,0,"I love this store and William goes out of his way to make it a great place to be.  I have spent a lot of time sitting in the coffee shop working on my book. The atmosphere is quiet and friendly, I meet many of my clients here as well.",2/26/2012 22:12
52,OoM4vYnzz8uu53RQvnqbVg,bXr4ieQoben3YZHlUlcFLw,qhDdDeI3K4jy2KyzwFN53w,5,0,0,1,"Ah the love for books. Book stores are by far my favorite in the world. I love this location. There's always a huge selection and I can find myself in here for hours. I do wish they had more chairs though. Their bargain section is awesome and even the clearance section is always filled with awesome deals. Love it! 

Now get off your phone and read a book!",10/12/2016 19:30
53,fGjot0QrLycyWePyc9TOJw,YDrjYJmWkF7eru1X2Mz8eg,qhDdDeI3K4jy2KyzwFN53w,1,0,0,0,"What a great new store - great children's area, great selection.

Too bad the customer service is TERRIBLE.

I was extremely disappointed with the service that I received from my local store on 82nd street here in Indianapolis.  I had an issue with my one month old Nook Simple Touch with Glowlight.  I figured that it would be best to take it in to the local store, right?  WRONG!  The Nook rep there was not helpful and rude.  She basically told me that I must have done something to scratch my Nook, that it was my fault, and that she could not help me.  She admitted that she had never seen my issue before, but refused to do anything to help at all.  When I got home (obviously I was upset - I had only had my Nook for a month, and I was upset that B&N was not going to stand behind their product), I Googled my issue, and what do you know - it is a very common issue, a known problem with my particular Nook.  I called the local store again - once again got terrible customer service - asked to speak to the manager, who apparently was not available.  I asked for the manager to return my call - the rep on the line did not even ask for my name.  I asked who would be returning my call - ""Jeff.""  Jeff who? I asked - ""Jeff Peckman"".  Do you think that Jeff Peckman returned my call?  NOPE.  Terrible service - I will not be shopping at that store ever again.  It should not be too much to ask that B&N staffs their stores with people who actually know a few things about the product.  At least a little common courtesy?",6/19/2013 18:10
